author,author_sex,author_work_count,rating_count,log_author_work_count,bins
50 cent,male,30,7329.0,1.4771212547196624,budding
a. kirk,female,14,5272.666666666667,1.146128035678238,budding
a. manette ansay,female,9,14418.0,0.9542425094393249,newbie
a. meredith walters,female,36,13256.5,1.5563025007672873,experienced
a. merritt,male,173,864.0,2.2380461031287955,legendary
a. samad said,male,67,101.75,1.8260748027008264,experienced
a.a. attanasio,male,51,671.3333333333334,1.7075701760979363,experienced
a.a. fair,male,57,93.0,1.7558748556724915,experienced
a.a. milne,male,975,53629.875,2.989004615698537,legendary
a.c. bextor,female,25,4810.0,1.3979400086720377,budding
a.c. crispin,female,46,675.5,1.662757831681574,experienced
a.c. gaughen,female,6,12012.0,0.7781512503836436,newbie
a.c. weisbecker,male,2,2308.0,0.3010299956639812,newbie
a.c.h. smith,male,18,3471.0,1.255272505103306,budding
a.e. van vogt,male,388,2127.5,2.5888317255942073,legendary
a.f. harrold,male,26,2886.0,1.414973347970818,budding
a.g. howard,female,16,15063.0,1.2041199826559248,budding
a.g. mogan,female,12,158.0,1.0791812460476249,budding
a.g. riddle,male,14,36746.0,1.146128035678238,budding
a.g. roemmers,male,9,1758.0,0.9542425094393249,newbie
a.h. tammsaare,male,77,2417.0,1.8864907251724818,experienced
a.j. betts,female,7,10298.0,0.8450980400142568,newbie
a.j. cronin,male,94,2289.1666666666665,1.9731278535996986,experienced
a.j. finn,male,3,405594.0,0.47712125471966244,newbie
a.j. hackwith,female,7,5743.0,0.8450980400142568,newbie
a.j. jacobs,male,31,60533.0,1.4913616938342726,budding
a.j. quinnell,male,16,3281.0,1.2041199826559248,budding
a.j. waines,female,12,10229.0,1.0791812460476249,budding
a.j.p. taylor,male,59,764.5,1.7708520116421442,experienced
a.l. davroe,female,10,247.0,1.0,newbie
a.m. guilliams,female,16,156.0,1.2041199826559248,budding
a.m. hargrove,female,54,4443.0,1.7323937598229686,experienced
a.m. homes,female,54,10156.666666666666,1.7323937598229686,experienced
a.m. madden,female,41,6476.0,1.6127838567197355,experienced
a.m. robinson,female,3,4724.0,0.47712125471966244,newbie
a.m. willard,female,31,73.0,1.4913616938342726,budding
a.n. roquelaure,female,6,33278.666666666664,0.7781512503836436,newbie
a.n. willis,female,5,335.0,0.6989700043360189,newbie
a.n. wilson,male,104,505.0,2.0170333392987803,legendary
a.p.j. abdul kalam,male,87,37166.0,1.9395192526186185,experienced
a.r. torre,female,6,18057.0,0.7781512503836436,newbie
a.r. wise,male,39,2732.0,1.591064607026499,experienced
a.s. byatt,female,146,11429.444444444445,2.164352855784437,legendary
a.s. neill,male,24,189.0,1.380211241711606,budding
a.s. patric,male,18,1523.0,1.255272505103306,budding
a.s.a. harrison,female,5,96168.0,0.6989700043360189,newbie
a.v. club,male,4,1087.0,0.6020599913279624,newbie
a.w. exley,female,30,2145.0,1.4771212547196624,budding
a.w. tozer,male,295,19959.25,2.469822015978163,legendary
aadhavan,male,8,131.0,0.9030899869919435,newbie
aalexxa aarows,female,12,10.0,1.0791812460476249,budding
aaron allston,male,101,9018.0,2.0043213737826426,legendary
aaron b. powell,male,24,44.25,1.380211241711606,budding
aaron becker,male,9,3918.0,0.9542425094393249,newbie
aaron cometbus,male,28,144.0,1.4471580313422192,budding
aaron copland,male,84,7444.0,1.9242792860618816,experienced
aaron dembski-bowden,male,129,1188.6666666666667,2.110589710299249,legendary
aaron hartzler,male,5,6975.0,0.6989700043360189,newbie
aaron m. patterson,male,57,2245.0,1.7558748556724915,experienced
aaron pogue,male,24,563.0,1.380211241711606,budding
abbas milani,male,29,881.0,1.462397997898956,budding
abbey sy,female,10,61.0,1.0,newbie
abbi glines,female,90,45041.92592592593,1.954242509439325,experienced
abbie hoffman,male,20,2719.0,1.3010299956639813,budding
abby johnson,female,6,6982.0,0.7781512503836436,newbie
abby mcdonald,female,12,4243.5,1.0791812460476249,budding
abd al-rahman al-kawakibi,male,8,8746.0,0.9030899869919435,newbie
abdolhosein zarrinkob,male,51,814.0,1.7075701760979363,experienced
abdul haleem sharar,male,15,169.0,1.1760912590556813,budding
abdul rahman munif,male,36,2228.0,1.5563025007672873,experienced
abdullah hussein,male,16,241.25,1.2041199826559248,budding
abigail adams,female,47,2167.0,1.6720978579357175,experienced
abigail barnette,female,49,9818.0,1.6901960800285136,experienced
abigail gibbs,female,9,6357.5,0.9542425094393249,newbie
abigail graham,female,29,333.0,1.462397997898956,budding
abigail haas,female,4,11482.0,0.6020599913279624,newbie
abigail reynolds,female,34,2260.6666666666665,1.5314789170422551,experienced
abigail roux,female,37,9177.375,1.568201724066995,experienced
abigail thomas,female,17,7815.0,1.2304489213782739,budding
abra ebner,female,13,848.75,1.1139433523068367,budding
abraham cahan,male,22,536.0,1.3424226808222062,budding
abraham joshua heschel,male,44,1687.5,1.6434526764861874,experienced
abraham lincoln,male,649,694.0,2.812244696800369,legendary
abraham pais,male,15,1449.0,1.1760912590556813,budding
abu hamid al-ghazali,male,430,826.5,2.6334684555795866,legendary
achdiat k. mihardja,male,15,1776.0,1.1760912590556813,budding
achille campanile,male,32,89.0,1.505149978319906,experienced
acik lana,female,18,972.0,1.255272505103306,budding
ada adams,female,4,595.5,0.6020599913279624,newbie
adachitoka,female,64,13265.0,1.806179973983887,experienced
adam alter,male,7,6409.0,0.8450980400142568,newbie
adam baker,male,29,2335.0,1.462397997898956,budding
adam cadre,male,2,201.0,0.3010299956639812,newbie
adam copeland,male,7,1295.0,0.8450980400142568,newbie
adam fawer,male,8,9223.0,0.9030899869919435,newbie
adam gidwitz,male,12,10470.5,1.0791812460476249,budding
adam goodheart,male,4,5614.0,0.6020599913279624,newbie
adam gopnik,male,79,7045.0,1.8976270912904414,experienced
adam hochschild,male,28,20432.5,1.4471580313422192,budding
adam jay epstein,male,16,7881.0,1.2041199826559248,budding
adam johnson,male,26,47080.0,1.414973347970818,budding
adam kay,male,23,136709.0,1.3617278360175928,budding
adam levin,male,10,2373.0,1.0,newbie
adam m. grant,male,6,22353.0,0.7781512503836436,newbie
adam makos,male,7,18268.0,0.8450980400142568,newbie
adam mickiewicz,male,154,7007.0,2.187520720836463,legendary
adam nevill,male,63,3779.0,1.7993405494535817,experienced
adam parfrey,male,26,935.5,1.414973347970818,budding
adam pelzman,male,3,446.0,0.47712125471966244,newbie
adam rapp,male,45,1480.0,1.6532125137753437,experienced
adam rex,male,65,3888.6666666666665,1.8129133566428555,experienced
adam roberts,male,176,1396.0,2.24551266781415,legendary
adam schell,male,2,739.0,0.3010299956639812,newbie
adam silvera,male,13,58694.5,1.1139433523068367,budding
adam smith,male,408,15478.5,2.61066016308988,legendary
adam zamoyski,male,21,1760.0,1.3222192947339193,budding
adele faber,female,58,10662.666666666666,1.7634279935629373,experienced
adele griffin,female,40,1250.5,1.6020599913279623,experienced
adele parks,female,40,2909.0,1.6020599913279623,experienced
adele vieri castellano,female,20,111.0,1.3010299956639813,budding
adeline yen mah,female,13,26700.5,1.1139433523068367,budding
adelle waldman,female,4,16266.0,0.6020599913279624,newbie
adena halpern,female,7,1544.0,0.8450980400142568,newbie
adhitya mulya,male,19,2562.5,1.2787536009528289,budding
adi alsaid,male,14,144.0,1.146128035678238,budding
adib khorram,male,5,12342.0,0.6989700043360189,newbie
adina rishe gewirtz,female,5,3377.0,0.6989700043360189,newbie
adina senft,female,17,387.5,1.2304489213782739,budding
aditi khorana,female,5,1154.0,0.6989700043360189,newbie
adolf hitler,male,196,31694.0,2.292256071356476,legendary
adolfo bioy casares,male,170,15861.0,2.230448921378274,legendary
adra young,female,10,10.0,1.0,newbie
adriaan roland holst,male,18,82.0,1.255272505103306,budding
adriaan van dis,male,68,319.0,1.8325089127062364,experienced
adrian cole,male,101,12.0,2.0043213737826426,legendary
adrian goldsworthy,male,33,6744.0,1.5185139398778875,experienced
adrian mckinty,male,37,945.0,1.568201724066995,experienced
adrian mitchell,male,115,37.0,2.060697840353612,legendary
adrian nicole leblanc,female,4,11073.0,0.6020599913279624,newbie
adrian phoenix,female,12,2299.8,1.0791812460476249,budding
adrian tchaikovsky,male,110,27566.0,2.041392685158225,legendary
adrian tomine,male,43,12091.0,1.6334684555795864,experienced
adrian wojnarowski,male,5,2491.0,0.6989700043360189,newbie
adriana bellini,female,2,909.0,0.3010299956639812,newbie
adriana locke,female,38,4760.2,1.5797835966168101,experienced
adriana trigiani,female,44,44595.666666666664,1.6434526764861874,experienced
adriane leigh,female,40,2179.0,1.6020599913279623,experienced
adrianne brooks,female,13,2159.0,1.1139433523068367,budding
adrianne byrd,female,59,452.0,1.7708520116421442,experienced
adrienne bell,female,24,3312.0,1.380211241711606,budding
adrienne giordano,female,81,764.0,1.9084850188786497,experienced
adrienne kress,female,20,2581.5,1.3010299956639813,budding
adrienne maria vrettos,female,7,2980.0,0.8450980400142568,newbie
adrienne thompson,female,37,140.2,1.568201724066995,experienced
adrienne woods,female,27,5170.25,1.4313637641589874,budding
adyashanti,male,60,614.0,1.7781512503836436,experienced
afifah afra,female,52,573.0,1.7160033436347992,experienced
agatha christie,female,2274,57819.153846153844,3.356790460351716,legendary
agnes jessica,female,48,583.0,1.6812412373755872,experienced
agus noor,male,41,130.0,1.6127838567197355,experienced
agustinus wibowo,male,7,1756.6666666666667,0.8450980400142568,newbie
ahdaf soueif,female,24,5827.0,1.380211241711606,budding
ahlam mosteghanemi,female,15,18239.5,1.1760912590556813,budding
ahmad fuadi,male,19,9353.5,1.2787536009528289,budding
ahmad mahmoud,male,20,1966.5,1.3010299956639813,budding
ahmadou kourouma,male,12,841.5,1.0791812460476249,budding
ahmed faiyaz,male,16,230.0,1.2041199826559248,budding
ahmed rashid,male,14,2413.0,1.146128035678238,budding
ahmed salama,male,3,1561.0,0.47712125471966244,newbie
ai yazawa,female,166,24764.0,2.220108088040055,legendary
aida d. donald,female,3,1559.0,0.47712125471966244,newbie
aidan chambers,male,70,2228.3333333333335,1.845098040014257,experienced
aiden bates,male,237,39.0,2.374748346010104,legendary
aiden james,male,90,2032.0,1.954242509439325,experienced
aiden shaw,male,11,68.0,1.0413926851582251,budding
aileen erin,female,19,7918.5,1.2787536009528289,budding
aimee agresti,female,9,3837.5,0.9542425094393249,newbie
aimee bender,female,74,56681.0,1.8692317197309762,experienced
aimee carter,female,33,21552.5,1.5185139398778875,experienced
aimee friedman,female,10,3575.0,1.0,newbie
aimee molloy,female,9,45135.0,0.9542425094393249,newbie
aino kallas,female,46,1316.0,1.662757831681574,experienced
airicka phoenix,female,60,1322.25,1.7781512503836436,experienced
ais,female,21,2819.1428571428573,1.3222192947339193,budding
aisha saeed,female,12,5902.0,1.0791812460476249,budding
aisya sofea,female,21,1861.0,1.3222192947339193,budding
aja james,female,18,353.0,1.255272505103306,budding
ajahn brahm,male,43,4063.0,1.6334684555795864,experienced
ajay k. pandey,male,9,5823.0,0.9542425094393249,newbie
ajip rosidi,male,93,29.5,1.968482948553935,experienced
aka morchiladze,male,47,35.0,1.6720978579357175,experienced
akala,male,24,5405.0,1.380211241711606,budding
akiane kramarik,female,4,824.0,0.6020599913279624,newbie
akiko higashimura,female,193,2562.5,2.285557309007774,legendary
akira amano,female,67,885.0,1.8260748027008264,experienced
akira himekawa,female,58,1907.0,1.7634279935629373,experienced
akira toriyama,male,1246,20309.0,3.095518042323151,legendary
akira yoshimura,male,29,1934.0,1.462397997898956,budding
al franken,male,21,18004.0,1.3222192947339193,budding
al gore,male,75,4680.333333333333,1.8750612633917,experienced
al perkins,male,21,27759.0,1.3222192947339193,budding
al ries,male,31,7958.0,1.4913616938342726,budding
al robertson,male,10,588.0,1.0,newbie
al stone,female,4,528.0,0.6020599913279624,newbie
alaa al aswany,male,33,15264.5,1.5185139398778875,experienced
alain badiou,male,243,2501.0,2.385606273598312,legendary
alain damasio,male,19,2254.5,1.2787536009528289,budding
alain de botton,male,72,17730.0,1.8573324964312685,experienced
alain fournier,male,24,9583.0,1.380211241711606,budding
alain robbe-grillet,male,74,827.3333333333334,1.8692317197309762,experienced
alain soral,male,32,137.0,1.505149978319906,experienced
alan alda,male,19,7906.0,1.2787536009528289,budding
alan bennett,male,166,14280.0,2.220108088040055,legendary
alan black,male,23,131.0,1.3617278360175928,budding
alan bradley,male,23,43102.5,1.3617278360175928,budding
alan brennert,male,58,51939.0,1.7634279935629373,experienced
alan bullock,male,55,1900.5,1.7403626894942439,experienced
alan campbell,male,34,1981.0,1.5314789170422551,experienced
alan cohen,male,108,39.0,2.03342375548695,legendary
alan davis,male,594,135.0,2.7737864449811935,legendary
alan dean foster,male,323,6166.714285714285,2.509202522331103,legendary
alan duff,male,27,1004.6666666666666,1.4313637641589874,budding
alan furst,male,33,5018.0,1.5185139398778875,experienced
alan garner,male,63,4563.666666666667,1.7993405494535817,experienced
alan gratz,male,26,13191.6,1.414973347970818,budding
alan greenspan,male,25,6559.0,1.3979400086720377,budding
alan hollinghurst,male,28,16049.0,1.4471580313422192,budding
alan jacobson,male,21,1490.0,1.3222192947339193,budding
alan macdonald,male,255,177.0,2.406540180433955,legendary
alan partridge,male,3,7979.0,0.47712125471966244,newbie
alan paton,male,60,64168.0,1.7781512503836436,experienced
alan russell,male,27,374.5,1.4313637641589874,budding
alan s. blinder,male,59,1637.0,1.7708520116421442,experienced
alan sillitoe,male,97,4332.0,1.9867717342662448,experienced
alan sokal,male,6,1735.0,0.7781512503836436,newbie
alan spence,male,28,162.0,1.4471580313422192,budding
alan w. watts,male,201,11010.5,2.303196057420489,legendary
alan watt,male,6,319.0,0.7781512503836436,newbie
alan weisman,male,18,36272.0,1.255272505103306,budding
alaric longward,male,30,102.0,1.4771212547196624,budding
alasdair gray,male,44,5208.0,1.6434526764861874,experienced
alban orsini,male,3,4444.0,0.47712125471966244,newbie
albert borris,male,2,5424.0,0.3010299956639812,newbie
albert camus,male,437,67283.13333333333,2.640481436970422,legendary
albert cohen,male,38,1525.5,1.5797835966168101,experienced
albert einstein,male,397,5656.8,2.598790506763115,legendary
albert payson terhune,male,114,3046.3333333333335,2.0569048513364727,legendary
albert speer,male,25,11608.0,1.3979400086720377,budding
alberto angela,male,74,2200.0,1.8692317197309762,experienced
alberto manguel,male,160,2913.0,2.2041199826559246,legendary
alberto moravia,male,281,2033.0,2.44870631990508,legendary
alden bell,male,7,5808.0,0.8450980400142568,newbie
aldis james,male,2,63.0,0.3010299956639812,newbie
aldo leopold,male,24,12162.0,1.380211241711606,budding
aldous huxley,male,321,147858.63636363635,2.506505032404872,legendary
aleatha romig,female,60,20565.8,1.7781512503836436,experienced
aleem ul haq haqqi,male,19,531.0,1.2787536009528289,budding
aleister crowley,male,493,2344.2,2.69284691927723,legendary
alejandra pizarnik,female,70,507.0,1.845098040014257,experienced
alejandro casona,male,40,1265.5,1.6020599913279623,experienced
alejandro cremades,male,3,495.0,0.47712125471966244,newbie
alejandro jodorowsky,male,421,1398.1666666666667,2.6242820958356683,legendary
alejandro palomas,male,57,1447.0,1.7558748556724915,experienced
alejo carpentier,male,119,2353.0,2.0755469613925306,legendary
aleksander fredro,male,42,5034.0,1.6232492903979006,experienced
aleksandr ostrovsky,male,81,2986.0,1.9084850188786497,experienced
aleksandr solzhenitsyn,male,220,15392.555555555555,2.342422680822206,legendary
aleksandr voinov,male,76,2242.5,1.8808135922807914,experienced
aleksandr zinoviev,male,39,71.0,1.591064607026499,experienced
aleksey konstantinovich tolstoy,male,82,99.0,1.9138138523837167,experienced
aleksey nikolayevich tolstoy,male,188,741.0,2.27415784926368,legendary
aleron kong,male,11,20495.0,1.0413926851582251,budding
alesana marie,female,9,4270.0,0.9542425094393249,newbie
alessandra neymar,female,16,2408.5,1.2041199826559248,budding
alessandra torre,female,44,12404.333333333334,1.6434526764861874,experienced
alessandro baricco,male,66,14058.166666666666,1.8195439355418688,experienced
alessandro d'avenia,male,7,5754.25,0.8450980400142568,newbie
alessandro manzoni,male,258,6237.0,2.41161970596323,legendary
aleta l. williams,female,20,289.0,1.3010299956639813,budding
alethea black,female,4,1175.0,0.6020599913279624,newbie
alethea kontis,female,109,16054.0,2.037426497940624,legendary
alex adams,female,16,3149.0,1.2041199826559248,budding
alex flinn,female,25,51214.5,1.3979400086720377,budding
alex garland,male,19,28034.666666666668,1.2787536009528289,budding
alex grey,male,33,3024.0,1.5185139398778875,experienced
alex haley,male,44,72458.0,1.6434526764861874,experienced
alex harris,male,5,5916.5,0.6989700043360189,newbie
alex kava,female,47,7518.571428571428,1.6720978579357175,experienced
alex kershaw,male,16,1824.0,1.2041199826559248,budding
alex kotlowitz,male,16,12992.0,1.2041199826559248,budding
alex la guma,male,19,317.0,1.2787536009528289,budding
alex light,female,2,5153.0,0.3010299956639812,newbie
alex london,male,12,6583.0,1.0791812460476249,budding
alex marwood,female,9,11624.0,0.9542425094393249,newbie
alex michaelides,male,5,395270.0,0.6989700043360189,newbie
alex myers,male,14,604.0,1.146128035678238,budding
alex sanchez,male,10,6888.0,1.0,newbie
alex scarrow,male,46,5247.25,1.662757831681574,experienced
alex segura,male,55,502.0,1.7403626894942439,experienced
alex shearer,male,65,483.0,1.8129133566428555,experienced
alex woolf,male,214,43.0,2.330413773349191,legendary
alexa albert,female,3,1703.0,0.47712125471966244,newbie
alexa aston,female,38,333.0,1.5797835966168101,experienced
alexa chung,female,4,7905.0,0.6020599913279624,newbie
alexa grace,female,18,8080.0,1.255272505103306,budding
alexa land,female,38,1285.0,1.5797835966168101,experienced
alexa riley,female,177,4434.724137931034,2.247973266361807,legendary
alexander afanasyev,male,84,4265.0,1.9242792860618816,experienced
alexander belyaev,male,113,3349.5,2.0530784434834195,legendary
alexander c. irvine,male,178,526.5,2.250420002308894,legendary
alexander cordell,male,36,382.0,1.5563025007672873,experienced
alexander gordon smith,male,27,7955.4,1.4313637641589874,budding
alexander griboyedov,male,30,13203.0,1.4771212547196624,budding
alexander grin,male,320,8319.0,2.505149978319906,legendary
alexander hamilton,male,340,34526.0,2.531478917042255,legendary
alexander kent,male,150,1152.111111111111,2.1760912590556813,legendary
alexander key,male,34,2794.5,1.5314789170422551,experienced
alexander masters,male,17,2520.5,1.2304489213782739,budding
alexander mccall smith,male,329,41734.77777777778,2.5171958979499744,legendary
alexander pushkin,male,791,13623.666666666666,2.8981764834976764,legendary
alexander shulgin,male,5,2264.0,0.6989700043360189,newbie
alexander theroux,male,26,432.0,1.414973347970818,budding
alexander volkov,male,40,6438.0,1.6020599913279623,experienced
alexandra adornetto,female,11,28148.5,1.0413926851582251,budding
alexandra bracken,female,26,28637.833333333332,1.414973347970818,budding
alexandra christo,female,4,43402.0,0.6020599913279624,newbie
alexandra fuller,female,22,20280.666666666668,1.3424226808222062,budding
alexandra hawkins,female,17,430.0,1.2304489213782739,budding
alexandra ivy,female,125,7215.333333333333,2.0969100130080562,legendary
alexandra lapierre,female,25,5255.0,1.3979400086720377,budding
alexandra leirissa yunadi,female,4,275.0,0.6020599913279624,newbie
alexandra monir,female,10,6180.0,1.0,newbie
alexandra oliva,female,7,12573.0,0.8450980400142568,newbie
alexandra potter,female,19,5776.25,1.2787536009528289,budding
alexandra ripley,female,36,51476.0,1.5563025007672873,experienced
alexandra zapruder,female,6,58.0,0.7781512503836436,newbie
alexandre dumas,male,3048,60553.05263157895,3.4840149626675627,legendary
alexandre dumas fils,male,111,32162.0,2.0453229787866576,legendary
alexandre herculano,male,116,1082.0,2.0644579892269186,legendary
alexandre najjar,male,28,126.0,1.4471580313422192,budding
alexandros papadiamantis,male,67,1512.0,1.8260748027008264,experienced
alexandru mitru,male,30,2522.0,1.4771212547196624,budding
alexei panshin,male,49,3220.0,1.6901960800285136,experienced
alexia purdy,female,123,2611.0,2.089905111439398,legendary
alexis de tocqueville,male,201,11238.5,2.303196057420489,legendary
alexis hall,female,16,4449.0,1.2041199826559248,budding
alexis hall,male,34,4449.0,1.5314789170422551,experienced
aleya aneesa,female,16,281.0,1.2041199826559248,budding
alfred bester,male,274,34142.5,2.437750562820388,legendary
alfred de musset,male,426,2792.0,2.629409599102719,legendary
alfred hitchcock,male,578,57.0,2.761927838420529,legendary
alfred jarry,male,117,678.0,2.0681858617461617,legendary
alfred korzybski,male,16,321.0,1.2041199826559248,budding
alfred lansing,male,7,79509.0,0.8450980400142568,newbie
alfredo bryce echenique,male,69,1532.0,1.8388490907372552,experienced
algernon blackwood,male,668,2923.5,2.824776462475546,legendary
ali cronin,female,16,987.0,1.2041199826559248,budding
ali cross,female,24,1848.0,1.380211241711606,budding
ali eteraz,male,4,743.0,0.6020599913279624,newbie
ali harris,female,6,3404.0,0.7781512503836436,newbie
ali liebegott,female,10,887.0,1.0,newbie
ali marsman,female,5,30.333333333333332,0.6989700043360189,newbie
ali mcnamara,female,14,11716.0,1.146128035678238,budding
ali novak,female,9,14824.0,0.9542425094393249,newbie
ali sethi,male,3,756.0,0.47712125471966244,newbie
ali shariati,male,295,2856.6666666666665,2.469822015978163,legendary
ali smith,female,115,14434.5,2.060697840353612,legendary
ali vali,female,37,808.4,1.568201724066995,experienced
aliazalea,female,13,2458.0,1.1139433523068367,budding
alice albinia,female,3,1408.0,0.47712125471966244,newbie
alice borchardt,female,16,4177.0,1.2041199826559248,budding
alice caldwell hegan rice,female,27,291.0,1.4313637641589874,budding
alice clayton,female,20,41308.42857142857,1.3010299956639813,budding
alice dalgliesh,female,51,5911.0,1.7075701760979363,experienced
alice domurat dreger,female,11,336.0,1.0413926851582251,budding
alice kuipers,female,20,5156.0,1.3010299956639813,budding
alice may brock,female,6,149.0,0.7781512503836436,newbie
alice miller,female,28,8773.5,1.4471580313422192,budding
alice munro,female,178,12037.375,2.250420002308894,legendary
alice oseman,female,22,18045.666666666668,1.3424226808222062,budding
alice peterson,female,18,4882.0,1.255272505103306,budding
alice schroeder,female,4,37951.0,0.6020599913279624,newbie
alice sebold,female,14,524139.75,1.146128035678238,budding
alice steinbach,female,4,9662.0,0.6020599913279624,newbie
alice thomas ellis,female,38,151.0,1.5797835966168101,experienced
alice tribue,female,17,1873.0,1.2304489213782739,budding
alice walker,female,179,107789.6,2.2528530309798933,legendary
alicia appleman-jurman,female,5,9782.0,0.6989700043360189,newbie
alicia erian,female,9,3692.0,0.9542425094393249,newbie
alicia howard,female,35,110.0,1.5440680443502757,experienced
alicia montgomery,female,46,1143.0,1.662757831681574,experienced
aliette de bodard,female,241,3409.0,2.3820170425748683,legendary
aline hunter,female,17,6743.0,1.2304489213782739,budding
aline ohanesian,female,3,7379.0,0.47712125471966244,newbie
alisa kwitney,female,65,14129.0,1.8129133566428555,experienced
alisa mullen,female,22,204.14285714285714,1.3424226808222062,budding
alisa valdes,female,23,6524.5,1.3617278360175928,budding
alisa woods,female,76,1306.0,1.8808135922807914,experienced
alison arngrim,female,4,12404.0,0.6020599913279624,newbie
alison bechdel,female,49,124899.0,1.6901960800285136,experienced
alison bliss,female,13,7185.0,1.1139433523068367,budding
alison cherry,female,10,814.0,1.0,newbie
alison croggon,female,35,17410.5,1.5440680443502757,experienced
alison g. bailey,female,15,5417.0,1.1760912590556813,budding
alison gaylin,female,31,1231.0,1.4913616938342726,budding
alison goodman,female,10,26196.25,1.0,newbie
alison hart,female,60,1818.0,1.7781512503836436,experienced
alison lurie,female,48,9779.0,1.6812412373755872,experienced
alison prince,female,79,532.0,1.8976270912904414,experienced
alison uttley,female,126,2284.0,2.100370545117563,legendary
alison weir,female,57,22733.0,1.7558748556724915,experienced
alissa nutting,female,18,10962.5,1.255272505103306,budding
alistair horne,male,42,305.0,1.6232492903979006,experienced
alistair maclean,male,109,10962.888888888889,2.037426497940624,legendary
alistair macleod,male,22,4323.333333333333,1.3424226808222062,budding
alivia anders,female,27,874.0,1.4313637641589874,budding
alix nichols,female,56,883.5,1.7481880270062005,experienced
alki zei,female,24,2580.0,1.380211241711606,budding
alla danishevsky,female,2,12.0,0.3010299956639812,newbie
allan bloom,male,21,4716.0,1.3222192947339193,budding
allan folsom,male,10,6733.0,1.0,newbie
allan frewin jones,male,114,3189.3,2.0569048513364727,legendary
allan gurganus,male,46,2983.0,1.662757831681574,experienced
allan pease,male,59,9006.0,1.7708520116421442,experienced
allan w. eckert,male,53,1391.0,1.724275869600789,experienced
allan wolf,male,17,3105.0,1.2304489213782739,budding
allayne l. webster,female,9,73.0,0.9542425094393249,newbie
allen carr,male,187,8869.0,2.271841606536499,legendary
allen drury,male,32,9338.0,1.505149978319906,experienced
allen kurzweil,male,10,570.0,1.0,newbie
allen zadoff,male,12,2843.0,1.0791812460476249,budding
allie burke,female,13,149.33333333333334,1.1139433523068367,budding
allison brennan,female,87,3335.3333333333335,1.9395192526186185,experienced
allison dubois,female,23,2144.0,1.3617278360175928,budding
allison goh,female,4,51.0,0.6020599913279624,newbie
allison hobbs,female,50,694.0,1.6989700043360187,experienced
allison merritt,female,54,28.0,1.7323937598229686,experienced
allison pang,female,13,2306.0,1.1139433523068367,budding
allison pataki,female,11,6068.0,1.0413926851582251,budding
allison rushby,female,37,1946.0,1.568201724066995,experienced
allison van diepen,female,11,4411.666666666667,1.0413926851582251,budding
ally carter,female,36,41640.8125,1.5563025007672873,experienced
ally kennen,female,15,463.0,1.1760912590556813,budding
ally shields,female,20,1137.0,1.3010299956639813,budding
allyse near,female,2,983.0,0.3010299956639812,newbie
allyson james,female,47,801.0,1.6720978579357175,experienced
alma katsu,female,14,2703.0,1.146128035678238,budding
almeida garrett,male,84,1217.0,1.9242792860618816,experienced
almudena grandes,female,39,2485.0,1.591064607026499,experienced
alphonse daudet,male,576,1375.0,2.760422483423212,legendary
alphonse karr,male,157,9521.0,2.1958996524092336,legendary
alves redol,male,32,141.0,1.505149978319906,experienced
alvin plantinga,male,33,761.5,1.5185139398778875,experienced
alvin schwartz,male,58,26612.0,1.7634279935629373,experienced
alvin toffler,male,30,4183.0,1.4771212547196624,budding
alwi alatas,male,18,94.0,1.255272505103306,budding
alwyn hamilton,female,10,24946.666666666668,1.0,newbie
aly martinez,female,48,12455.0,1.6812412373755872,experienced
alyloony,female,13,359.0,1.1139433523068367,budding
alyson noel,female,61,30822.809523809523,1.7853298350107671,experienced
alyson richman,female,11,45182.0,1.0413926851582251,budding
alyson santos,female,18,34.0,1.255272505103306,budding
alyssa b. sheinmel,female,12,5369.0,1.0791812460476249,budding
alyssa day,female,56,4427.428571428572,1.7481880270062005,experienced
alyssa palombo,female,5,1255.0,0.6989700043360189,newbie
alyssa rose ivy,female,83,2418.0,1.919078092376074,experienced
alyssa turner,female,21,1543.0,1.3222192947339193,budding
alyxandra harvey,female,41,6663.6,1.6127838567197355,experienced
ama ata aidoo,female,28,898.0,1.4471580313422192,budding
amal el-mohtar,female,99,24149.0,1.99563519459755,experienced
amalia carosella,female,8,4964.0,0.9030899869919435,newbie
amalie silver,female,12,2280.0,1.0791812460476249,budding
amanda ashby,female,20,3660.0,1.3010299956639813,budding
amanda ashley,female,62,1182.5,1.792391689498254,experienced
amanda bennett,female,18,1429.0,1.255272505103306,budding
amanda bouchet,female,10,15944.0,1.0,newbie
amanda brown,female,45,12598.0,1.6532125137753437,experienced
amanda davis,female,43,1415.0,1.6334684555795864,experienced
amanda dykes,female,11,964.0,1.0413926851582251,budding
amanda eyre ward,female,12,3152.0,1.0791812460476249,budding
amanda filipacchi,female,6,288.0,0.7781512503836436,newbie
amanda foody,female,8,7188.5,0.9030899869919435,newbie
amanda foreman,female,12,16077.0,1.0791812460476249,budding
amanda grange,female,50,8636.0,1.6989700043360187,experienced
amanda hocking,female,63,23674.764705882353,1.7993405494535817,experienced
amanda jette knox,female,2,1858.0,0.3010299956639812,newbie
amanda l.v. shalaby,female,6,80.0,0.7781512503836436,newbie
amanda maciel,female,5,5436.0,0.6989700043360189,newbie
amanda palmer,female,17,29335.0,1.2304489213782739,budding
amanda panitch,female,5,2237.0,0.6989700043360189,newbie
