,author,sex,work_count,fan_count,author_avg_rating,author_rating_count,author_review_count
3465,amir tag elsir,male,27,224,3.33,4953,1299
3466,amira hass,female,14,14,4.07,467,44
3467,amira rain,female,58,98,3.74,8156,928
3468,amiri baraka,male,106,256,4.02,10148,662
3469,amit chaudhuri,male,42,99,3.5,3399,491
3470,amit eshet,male,10,0,3.42,77,4
3471,amit goyal,male,1,6,3.48,204,35
3472,amit haralalka,male,1,4,3.12,26,1
3473,amit majmudar,male,19,70,3.87,2027,387
3474,amit ray,male,25,321,4.57,1671,316
3475,amit shankar,male,4,13,3.42,172,79
3476,amit sharma,male,2,8,3.99,165,136
3477,amitabha bagchi,male,5,45,3.11,923,114
3478,amitav ghosh,male,31,2515,3.91,92106,8653
3479,amity cross,female,53,784,3.94,13140,1972
3480,amity gaige,female,9,116,3.43,5098,869
3481,amity hope,female,19,417,3.88,6543,595
3482,amity wilde,female,21,1,3.9,454,156
3483,amjad m. jaimoukha,male,4,2,4.5,18,2
3484,amjed qamar,female,2,21,3.69,737,138
3485,amma darko,female,9,37,3.72,608,77
3486,ammi-joan paquette,female,16,61,3.87,2139,519
3487,ammianus marcellinus,male,65,20,4.07,1257,46
3488,amo jones,female,40,5876,4.26,51512,9003
3489,amol saroj,male,1,1,3.83,6,1
3490,amor towles,female,5,8398,4.15,487899,49612
3491,amorah quan yin,female,6,10,4.07,212,16
3492,amos cassidy,male,28,99,3.85,1262,269
3493,amos elon,male,20,13,4.22,12146,914
3494,amos oz,male,96,1179,3.86,37115,3915
3495,amos smith,male,2,8,4.32,176,30
3496,amos vogel,male,3,8,4.28,721,54
3497,amparo dávila,female,29,74,3.94,1833,349
3498,amr algendy - عمرو الجندي,male,10,2574,3.1,13935,1892
3499,amr badawy,male,1,129,4.21,295,112
3500,amr ezzat عمرو عزت,male,2,1357,3.7,567,160
3501,amrit sinha,male,7,20,4.24,95,20
3502,amrita kumar,female,12,2,4.1,67,26
3503,amrita mahale,female,1,123,3.86,1051,190
3504,amrita pritam,female,156,274,3.97,3102,289
3505,amrita tripathi,female,5,2,2.98,41,6
3506,amritanshu pandey,male,1,19,3.86,309,24
3507,amritlal nagar,male,30,28,4.04,326,29
3508,amru khalid,male,27,33,4.26,397,39
3509,amruta patil,female,10,57,3.89,1620,247
3510,amu meguro,female,20,46,4.08,4477,467
3511,amulya malladi,female,9,430,3.7,17061,1817
3512,amy a. bartol,female,17,6306,4.2,174577,12503
3513,amy ackley,female,2,50,3.96,592,120
3514,amy ahlers,female,3,6,3.7,286,35
3515,amy aislin,female,10,196,4.04,2178,719
3516,amy alders,female,7,11,4.25,362,98
3517,amy alessio,female,15,21,3.76,174,31
3518,amy alkon,female,4,39,3.24,2196,410
3519,amy alward,female,7,301,3.84,6244,1021
3520,amy anderson,female,3,2,3.66,237,33
3521,amy andrews,female,276,1047,3.9,21252,4326
3522,amy armstrong,female,15,150,3.71,355,45
3523,amy asbury,female,8,37,3.65,479,48
3524,amy atlas,female,4,0,3.8,105,13
3525,amy atwell,female,3,90,3.75,766,88
3526,amy b. scher,female,11,69,3.9,1087,149
3527,amy bach,female,2,8,3.96,233,32
3528,amy bartelloni,female,11,107,3.85,1034,215
3529,amy bass,female,6,86,4.02,481,100
3530,amy bearce,female,7,123,4.01,779,315
3531,amy belding brown,female,4,130,3.95,9505,1216
3532,amy blakelear,female,3,13,3.93,245,37
3533,amy bloom,female,46,757,3.51,70921,8325
3534,amy blumenfeld,female,1,63,3.83,664,170
3535,amy boesky,female,4,11,3.82,439,96
3536,amy bourret,female,1,53,3.48,2409,422
3537,amy boyles,female,58,224,4.39,23502,1507
3538,amy brecount white,female,1,70,3.44,1262,224
3539,amy briggs,female,28,170,4.26,1882,618
3540,amy brill,female,2,43,3.54,1946,398
3541,amy brown,female,52,53,4.06,11777,132
3542,amy bryant,female,5,10,3.39,315,50
3543,amy butler,female,30,8,3.88,2800,227
3544,amy butler greenfield,female,7,213,3.83,5870,741
3545,amy c. edmondson,female,10,46,3.96,1089,126
3546,amy carmichael,female,48,189,4.42,4063,320
3547,amy carol reeves,female,3,96,3.69,1257,254
3548,amy cecil,female,31,851,4.24,2004,935
3549,amy chozick,female,3,28,3.72,1493,250
3550,amy christine parker,female,5,298,3.76,4652,831
3551,amy christopher,female,3,1,3.58,24,2
3552,amy chu,female,154,113,3.81,4384,711
3553,amy chua,female,10,399,3.67,50431,7710
3554,amy clipston,female,86,1264,4.23,32798,4995
3555,amy cohen,female,4,45,3.22,1251,262
3556,amy conner,female,4,25,3.56,1730,239
3557,amy corwin,female,51,115,3.94,5760,610
3558,amy crandall,female,2,94,4.03,141,44
3559,amy cross,female,398,927,4.02,53102,4932
3560,amy crossing,female,5,5,3.44,501,86
3561,amy cuddy,female,2,476,3.94,12166,1104
3562,amy cummings,female,63,45,4.27,2959,184
3563,amy d'orazio,female,19,102,4.37,1989,464
3564,amy d. brooks,female,5,3,3.09,159,23
3565,amy dacyczyn,female,5,23,4.14,3926,356
3566,amy dale,female,22,4,3.74,183,23
3567,amy davies,female,23,284,4.15,2526,589
3568,amy daws,female,27,3544,4.22,47735,7589
3569,amy dawson robertson,female,4,50,3.85,467,56
3570,amy dodd pilkington,female,26,0,3.41,34,4
3571,amy duboff,female,19,225,4.17,2283,216
3572,amy durham,female,12,148,3.93,682,98
3573,amy e. butcher,female,2,24,2.73,495,130
3574,amy e. reichert,female,4,1171,3.68,21587,3827
3575,amy e. stewart,female,3,11,4.67,6,4
3576,amy efaw,female,3,337,3.75,20594,2070
3577,amy elizabeth,female,8,30,4.16,529,70
3578,amy ellis,female,4,27,3.4,544,53
3579,amy ellis nutt,female,5,45,4.1,12536,1990
3580,amy engel,female,5,1743,3.92,49685,7962
3581,amy ephron,female,12,77,3.3,4153,744
3582,amy espeseth,female,4,8,3.62,285,63
3583,amy ettinger,female,1,8,3.27,341,92
3584,amy ewing,female,13,2118,3.9,71788,8073
3585,amy fellner dominy,female,9,213,3.91,2422,668
3586,amy feltman,female,1,27,3.63,321,72
3587,amy ferris,female,7,40,3.83,573,113
3588,amy finley,female,8,9,3.12,475,130
3589,amy finnegan,female,5,153,4.06,2011,353
3590,amy fitzhenry,female,1,15,3.67,316,72
3591,amy fleisher madden,female,1,12,4.17,77,19
3592,amy franklin-willis,female,2,42,3.82,1332,250
3593,amy friedman,female,17,21,4.01,347,66
3594,amy gail hansen,female,2,63,3.54,3206,531
3595,amy gamet,female,37,164,3.94,11934,1101
3596,amy garvey,female,15,270,3.6,7407,877
3597,amy gentry,female,7,352,3.49,32525,3146
3598,amy gerstler,female,21,47,3.97,1640,208
3599,amy gettinger,female,13,15,3.52,702,138
3600,amy gibson,female,5,60,3.71,966,238
3601,amy giles,female,2,172,4.2,2618,514
3602,amy goldman koss,female,27,50,3.68,6173,1133
3603,amy good,female,5,9,4.47,68,16
3604,amy goodman,female,23,231,4.1,2626,258
3605,amy gottlieb,female,2,40,3.82,780,138
3606,amy grace loyd,female,5,19,2.79,1271,230
3607,amy green,female,24,89,4.11,3276,391
3608,amy greene,female,4,380,3.78,9950,1930
3609,amy gregory,female,20,203,4.1,1105,269
3610,amy guglielmo,female,13,63,4.31,1707,335
3611,amy hale,female,15,269,3.96,708,249
3612,amy harmon,female,21,12533,4.31,291099,35873
3613,amy harrop,female,13,12,3.59,92,17
3614,amy hatvany,female,13,928,3.81,25921,3272
3615,amy hayes,female,3,6,4.52,29,8
3616,amy heighton,female,10,11,3.25,156,28
3617,amy hempel,female,32,800,3.84,30316,3070
3618,amy herrick,female,6,15,3.57,852,192
3619,amy herzog,female,13,33,4.17,1170,117
3620,amy hest,female,76,39,3.95,8934,1454
3621,amy hill hearth,female,17,95,4.05,17202,1358
3622,amy holder,female,1,96,3.57,1211,249
3623,amy hollingsworth,female,6,48,4.13,3962,678
3624,amy holman edelman,female,3,37,3.2,222,42
3625,amy huberman,female,4,33,3.5,596,67
3626,amy huntley,female,5,119,3.71,4620,685
3627,amy hutchinson,female,2,29,3.65,170,62
3628,amy ignatow,female,22,173,4.14,15446,1098
3629,amy impellizzeri,female,6,224,4.01,1117,304
3630,amy isan,female,14,69,3.46,1588,249
3631,amy j. fetzer,female,85,118,3.82,4342,264
3632,amy j. hawthorn,female,13,84,4.19,2415,304
3633,amy j. murphy,female,11,46,4.02,1171,112
3634,amy j.l. baker,female,11,10,4.2,450,58
3635,amy jarecki,female,55,1487,4.1,12719,2047
3636,amy jen su,female,9,22,3.86,782,65
3637,amy jenkins,female,12,11,3.04,568,69
3638,amy jo martin,female,3,3,3.98,158,23
3639,amy johnson,female,4,11,3.94,630,65
3640,amy jones,female,9,72,3.73,1579,272
3641,amy julia becker,female,6,40,4.19,967,196
3642,amy june bates,female,50,12,3.94,9003,1906
3643,amy k. green,female,1,143,3.68,1135,294
3644,amy k. nichols,female,3,143,3.6,1049,226
3645,amy k. sorrells,female,6,156,4.15,1330,372
3646,amy kathleen ryan,female,9,714,3.65,21078,3057
3647,amy keen,female,4,40,4.03,71,20
3648,amy kim kibuishi,female,9,31,3.95,3501,274
3649,amy kimoto-kahn,female,2,17,4.17,191,50
3650,amy kinzer,female,7,19,3.4,1117,100
3651,amy kiss,female,39,13,3.28,396,31
3652,amy knupp,female,45,136,4.02,2842,542
3653,amy koppelman,female,7,55,3.34,942,170
3654,amy korst,female,1,32,3.62,748,123
3655,amy krouse rosenthal,female,65,841,4.13,70373,9749
3656,amy krout-horn,female,8,7,4.64,28,8
3657,amy kurzweil,female,3,24,3.47,806,148
3658,amy l. gale,female,31,535,4.19,1308,595
3659,amy lamont,female,18,401,4.09,6018,1116
3660,amy lane,female,155,3068,4.03,119279,17223
3661,amy larkin,female,2,2,3.8,54,9
3662,amy le feuvre,female,58,19,4.21,1443,168
3663,amy leach,female,7,42,4.15,853,184
3664,amy leigh napier,female,1,18,4.11,96,17
3665,amy leigh strickland,female,12,37,3.71,549,44
3666,amy lichtenhan,female,1,491,3.94,11070,1081
3667,amy lignor,female,10,213,3.72,811,217
3668,amy lillard,female,62,487,4.27,7039,2229
3669,amy lilwall,female,1,6,3.43,69,19
3670,amy liptrot,female,3,208,4.03,5883,740
3671,amy lively,female,1,6,4.02,81,31
3672,amy lloyd,female,2,253,3.5,10796,1335
3673,amy logan,female,8,22,4.22,96,27
3674,amy lowell,female,84,58,3.93,1959,207
3675,amy ludwig vanderwater,female,9,65,4.14,1208,296
3676,amy lukavics,female,7,414,3.43,6315,1671
3677,amy lunderman,female,14,71,3.76,184,33
3678,amy lynch,female,1,56,3.25,200,84
3679,amy lynn andrews,female,2,14,3.86,887,77
3680,amy lynn garcia,female,7,576,4.2,313,98
3681,amy lynn steele,female,4,129,3.57,4620,377
3682,amy m. reade,female,11,193,3.81,1871,408
3683,amy maida wadsworth,female,4,9,3.54,250,50
3684,amy makechnie,female,1,60,4.09,513,141
3685,amy manemann,female,30,111,4.42,1092,467
3686,amy marie,female,12,305,4.04,3274,609
3687,amy maroney,female,7,61,4.29,404,76
3688,amy martin,female,11,87,3.93,1929,292
3689,amy mason doan,female,3,388,3.91,4467,724
3690,amy matayo,female,18,260,4.03,4805,1081
3691,amy mcauley,female,2,94,3.78,874,150
3692,amy mcculloch,female,6,183,3.83,2518,505
3693,amy mcnamara,female,2,156,3.85,3224,546
3694,amy mcnulty,female,19,386,3.68,1303,378
3695,amy meredith,female,5,187,3.72,5500,326
3696,amy metz,female,10,220,4.08,1584,278
3697,amy miles,female,50,585,3.89,16232,1505
3698,amy morin,female,6,384,3.89,9521,1005
3699,amy muscat,female,2,96,3.59,787,72
3700,amy nathan,female,16,3,4.15,252,54
3701,amy nawrocki,female,10,5,4.53,89,16
3702,amy newmark,female,231,74,4.1,9850,1267
3703,amy noelle,female,2,159,4.01,890,184
3704,amy novesky,female,19,18,3.98,3213,725
3705,amy o'neill,female,7,34,3.71,69,14
3706,amy odell,female,2,39,3.43,1110,122
3707,amy olle,female,9,610,4.13,1213,345
3708,amy parker,female,98,28,4.26,1922,429
3709,amy pascale,female,1,32,3.92,1457,230
3710,amy patricia meade,female,11,143,3.53,2179,386
3711,amy patrick,female,22,408,4.15,11283,902
3712,amy pence,female,3,7,4.24,21,7
3713,amy phipps,female,10,5,4.2,242,32
3714,amy plum,female,17,4843,4.02,120215,11198
3715,amy poeppel,female,3,378,3.72,11900,1588
3716,amy r. biddle,female,1,21,4.05,60,16
3717,amy r. singer,female,5,12,3.73,1109,105
3718,amy raby,female,11,202,3.66,4222,418
3719,amy rachiele,female,18,562,3.93,6034,640
3720,amy rae durreson,female,34,297,4.03,6428,1385
3721,amy ratcliffe,female,2,28,4.44,447,102
3722,amy reading,female,2,9,3.29,531,110
3723,amy redwood,female,13,25,3.22,333,59
3724,amy reece,female,13,142,4.24,1076,401
3725,amy reed,female,18,877,4.01,27806,4595
3726,amy reeder,female,105,106,3.93,30864,2971
3727,amy reiley,female,5,30,4.1,59,15
3728,amy richie,female,39,110,3.96,1745,403
3729,amy riolo,female,8,7,3.62,250,34
3730,amy rohde,female,1,13,3.64,11,4
3731,amy rose bennett,female,22,224,3.96,4563,936
3732,amy rose capetta,female,17,547,3.64,8818,2609
3733,amy rose davis,female,7,18,4.1,145,40
3734,amy rose spiegel,female,2,41,3.66,273,41
3735,amy rost,female,10,8,4.32,434,26
3736,amy s. foster,female,9,223,3.48,3255,531
3737,amy s. greenberg,female,9,18,3.87,1334,209
3738,amy s. kwei,female,3,10,3.94,256,28
3739,amy sackville,female,3,65,3.44,1629,314
3740,amy sandas,female,18,244,3.94,4643,986
3741,amy sargent swank,female,1,14,4.4,55,13
3742,amy saunders,female,23,120,3.89,1326,160
3743,amy schmittauer landino,female,3,819,4.2,992,179
3744,amy scholder,female,18,4,4.13,1191,136
3745,amy schwartz,female,108,9,3.58,2700,564
3746,amy sedaris,female,17,627,3.83,50717,3069
3747,amy seek,female,1,10,3.56,248,50
3748,amy sevan,female,2,14,4.27,30,11
3749,amy shearn,female,4,125,3.35,1041,213
3750,amy shira teitel,female,2,70,4.12,705,99
3751,amy shojai,female,88,251,4.15,4887,558
3752,amy silver,female,8,78,3.9,2717,235
3753,amy silverman,female,2,25,4.37,126,37
3754,amy silverstein,female,2,59,3.95,2396,392
3755,amy simpson,female,23,18,4.05,462,87
3756,amy snyder,female,3,4,3.78,581,90
3757,amy sohn,female,24,95,3.55,12553,1171
3758,amy spalding,female,10,480,3.71,11104,2400
3759,amy sparling,female,82,668,3.96,18000,1239
3760,amy spencer,female,3,17,3.91,602,80
3761,amy sprenger,female,4,17,3.92,280,55
3762,amy star,female,48,58,3.73,4621,511
3763,amy stark,female,19,12,4.94,16,4
3764,amy stephens,female,12,248,3.89,471,192
3765,amy stewart,female,23,2044,3.82,64467,10222
3766,amy stolls,female,2,24,3.32,2400,459
3767,amy street,female,1,6,3.96,137,12
3768,amy stuart,female,5,285,3.43,5189,662
3769,amy sumida,female,117,705,4.27,30117,2011
3770,amy swenson,female,4,2,3.61,294,37
3771,amy tan,female,80,7905,3.92,904922,25725
3772,amy tangerine,female,1,32,3.91,512,69
3773,amy tasukada,female,13,60,3.83,764,280
3774,amy thielen,female,2,72,3.75,2740,387
3775,amy thomas,female,7,72,3.51,4138,582
3776,amy thomson,female,12,40,4.02,1444,153
3777,amy tiemann,female,4,6,3.73,85,24
3778,amy timberlake,female,4,63,3.82,9583,1459
3779,amy tintera,female,8,2696,3.93,62256,7567
3780,amy traverso,female,3,1,4.11,136,31
3781,amy tuteur,female,1,15,3.85,363,69
3782,amy valenti,female,35,120,3.82,2260,444
3783,amy vansant,female,41,415,4.15,10538,1680
3784,amy vastine,female,41,577,4.31,1546,449
3785,amy waeschle,female,25,29,4.07,456,97
3786,amy waldman,female,2,170,3.68,13001,2019
3787,amy wallace,female,31,58,4.09,4026,333
3788,amy webb,female,3,168,3.64,2855,517
3789,amy weintraub,female,7,3,3.97,682,53
3790,amy welborn,female,81,84,4.02,12802,922
3791,amy wilentz,female,5,43,3.8,988,164
3792,amy wiseman,female,3,15,3.43,612,63
3793,amy wolf,female,16,49,3.95,394,137
3794,amy wright glenn,female,2,16,4.06,358,67
3795,amy yamada,female,66,42,3.28,1304,133
3796,amy young,female,44,66,4.25,2812,514
3797,amy z. rowland,female,5,3,4.22,101,13
3798,amy zhang,female,7,721,3.77,19419,3100
3799,amylynn bright,female,9,53,3.82,811,145
3800,amyr klink,male,8,64,4.27,2415,112
3801,amyra mah,female,2,2,3.57,7,2
3802,amálie kutinová,female,14,2,4.3,224,13
3803,amélie antoine,female,10,42,3.49,10284,974
3804,amélie nothomb,female,63,3254,3.63,119534,10057
3805,amélie perrault,female,1,0,2.5,2,0
3806,amélie s. duncan,female,18,256,4.04,2785,521
3807,amélie wen zhao,female,4,819,3.9,3913,1140
3808,an na,female,7,125,3.69,10390,1217
3809,an rutgers van der loeff,female,27,2,3.84,791,48
3810,an yu,female,1,57,3.56,644,160
3811,ana alcolea,female,28,15,3.53,849,86
3812,ana alonso,female,121,99,3.68,3881,494
3813,ana barton,female,9,52,4.13,375,40
3814,ana beatriz barbosa silva,female,15,24,3.49,1402,80
3815,ana blandiana,female,88,74,4.06,2232,184
3816,ana blaze,female,5,45,3.77,398,137
3817,ana bosch,female,6,51,3.89,530,139
3818,ana bozicevic,female,13,70,4.26,344,43
3819,ana c. jarvis,female,389,0,3.56,175,9
3820,ana calin,female,26,123,4.11,1430,422
3821,ana cantarero,female,2,51,3.91,556,110
3822,ana castillo,female,35,230,3.83,8151,708
3823,ana clavel,female,28,25,3.47,613,104
3824,ana cláudia quintana arantes,female,2,10,4.22,418,49
3825,ana coello,female,15,307,4.24,4724,472
3826,ana cristina cesar,female,27,45,4.06,1475,82
3827,ana cristina silva,female,23,16,3.58,167,53
3828,ana de castro osório,female,18,3,3.74,38,8
3829,ana diosdado,female,11,0,3.46,57,7
3830,ana e. ross,female,14,223,3.9,9208,681
3831,ana farhana,female,2,3,3.7,99,18
3832,ana huang,female,2,123,3.86,3612,233
3833,ana johns,female,2,112,4.27,3068,457
3834,ana juan,female,50,25,4.08,22330,3348
3835,ana kordzaia-samadashvili,female,15,57,3.93,659,85
3836,ana leigh,female,36,18,3.95,1505,73
3837,ana lilia pérez,female,17,9,4.04,183,19
3838,ana mardoll,female,6,285,4.15,577,227
3839,ana margarida de carvalho,female,10,28,3.88,370,75
3840,ana maria machado,female,188,67,3.89,3138,291
3841,ana maria magalhães,female,158,70,3.48,22107,383
3842,ana martins marques,female,15,42,4.09,766,66
3843,ana maría güiraldes,female,31,6,3.87,1305,85
3844,ana maría matute,female,81,182,3.74,5921,581
3845,ana maría moix,female,47,6,3.72,1955,202
3846,ana maría shua,female,162,44,3.79,1809,277
3847,ana matics,female,5,8,3.96,92,13
3848,ana meadows,female,34,12,3.44,837,56
3849,ana menéndez,female,11,25,3.52,2278,286
3850,ana milán,female,2,4,3.04,126,13
3851,ana miranda,female,34,14,3.56,612,33
3852,ana morgan,female,5,3,4.34,157,51
3853,ana méndez ferrell,female,29,16,4.34,601,66
3854,ana nieto,female,7,18,4.05,125,31
3855,ana oncina,female,18,58,3.89,2203,381
3856,ana paula maia,female,20,77,3.89,994,180
3857,ana paula padrão,female,2,1,3.68,25,3
3858,ana r. vivo,female,12,42,3.58,468,84
3859,ana sampson,female,9,100,4.02,584,89
3860,ana simons,female,3,83,4.09,322,142
3861,ana sparks,female,30,39,4.0,4023,879
3862,ana sáez gonzález,female,85,0,3.64,116,7
3863,ana t. forrest,female,3,12,3.85,921,90
3864,ana veciana-suarez,female,7,29,3.69,350,53
3865,ana vela,female,108,28,3.61,1326,91
3866,ana vicente ferreira,female,1,6,2.77,56,5
3867,ana white,female,3,5,4.31,488,45
3868,ana-maurine lara,female,10,8,4.35,1034,70
3869,anabel botella,female,24,86,3.71,2078,300
3870,anabel hernández,female,10,93,4.12,2156,288
3871,anabela mota ribeiro,female,8,10,4.15,54,8
3872,anabelle bryant,female,15,295,3.8,2672,670
3873,anacristina rossi,female,11,15,3.7,775,79
3874,anah crow,female,59,187,3.66,6893,994
3875,anahata meta,female,2,1,5.0,1,0
3876,anamika g.k.,female,2,66,4.32,356,44
3877,anamika mishra,female,10,67,3.92,264,110
3878,anand,male,63,113,3.88,1976,104
3879,anand gopal,male,4,128,4.43,2133,302
3880,anand krishna,male,44,12,4.29,723,79
3881,anand kumar,male,40,28,4.19,681,104
3882,anand neelakantan,male,12,1220,3.83,22321,2492
3883,anand ranganathan,male,3,18,3.37,83,19
3884,anand rao,male,1,7,3.14,51,13
3885,anand sivakumaran,male,2,20,3.82,74,43
3886,anand yadav,male,38,26,4.05,823,33
3887,ananda braxton-smith,female,6,25,3.36,634,149
3888,anandamayi ma,female,6,24,4.5,66,5
3889,anant nag,male,1,29,4.24,416,31
3890,anant pai,male,683,145,4.34,25330,668
3891,ananth panagariya,male,23,28,4.27,6631,332
3892,anar rzayev,male,58,16,3.96,437,26
3893,anara bella,female,9,72,3.25,434,24
3894,anaru bickford,male,1,8,3.38,26,8
3895,anas zubedy,male,8,0,3.51,69,12
3896,anastasia aemilia,female,4,18,3.71,3457,572
3897,anastasia chase,female,20,728,4.23,1962,844
3898,anastasia hobbet,female,2,31,3.83,180,62
3899,anastasia hopcus,female,3,473,3.67,3685,461
3900,anastasia m. ashman,female,3,2,3.77,435,53
3901,anastasia maltezos,female,20,53,3.96,1789,89
3902,anastasia rose,female,21,22,3.77,160,22
3903,anastasia slabucho,female,1,2,3.44,27,21
3904,anastasia wilde,female,21,193,4.38,8611,1095
3905,anastasia young,female,9,1,4.34,217,14
3906,anat umansky,female,21,3,3.92,329,52
